n,seed,c_setting,c,solvable,cost,odd,oddagents,time
stable,22,539,c4,21,1,5082.0000,0,0,0.0156
stable,22,540,c0,1,1,112.0000,0,0,0.0469
stable,22,540,c1,6,1,952.0000,0,0,8.8906
stable,22,540,c2,11,1,2093.0000,0,0,162.2031
stable,22,540,c3,16,1,3458.0000,0,0,0.0312
stable,22,540,c4,21,1,5082.0000,0,0,0.0312
stable,22,541,c0,1,1,98.0000,0,0,0.0312
stable,22,541,c1,6,1,841.0000,0,0,87.5781
stable,22,541,c2,11,1,2030.0000,0,0,0.4531
stable,22,541,c3,16,1,3480.0000,0,0,0.0938
stable,22,541,c4,21,1,5082.0000,0,0,0.0312
stable,22,542,c0,1,1,102.0000,0,0,0.0469
stable,22,542,c1,6,1,884.0000,0,0,0.6094
stable,22,542,c2,11,1,2008.0000,0,0,0.3594
stable,22,542,c3,16,0,3422.5000,2,8,0.1719
stable,22,542,c4,21,1,5082.0000,0,0,0.0156
stable,22,543,c0,1,1,105.0000,0,0,0.0312
stable,22,543,c1,6,1,830.0000,0,0,15.7969
stable,22,543,c2,11,0,1933.5000,1,5,91.6250
stable,22,543,c3,16,1,3434.0000,0,0,0.2188
stable,22,543,c4,21,1,5082.0000,0,0,0.0312
stable,22,544,c0,1,0,91.0000,1,3,0.0312
stable,22,544,c1,6,1,846.0000,0,0,1.3125
stable,22,544,c2,11,1,1973.0000,0,0,41.2812
stable,22,544,c3,16,1,3406.0000,0,0,0.0625
stable,22,544,c4,21,1,5082.0000,0,0,0.0156
stable,22,545,c0,1,1,103.0000,0,0,0.0469
stable,22,545,c1,6,0,873.0000,1,3,0.9062
stable,22,545,c2,11,1,2024.0000,0,0,1.4062
stable,22,545,c3,16,1,3444.0000,0,0,0.1562
stable,22,545,c4,21,1,5082.0000,0,0,0.0156
stable,22,546,c0,1,1,97.0000,0,0,0.0312
stable,22,546,c1,6,1,837.0000,0,0,94.2969
stable,22,546,c2,11,1,1918.5000,0,0,20.2656
stable,22,546,c3,16,1,3303.0000,0,0,0.1406
stable,22,546,c4,21,1,5082.0000,0,0,0.0312
stable,22,547,c0,1,1,130.0000,0,0,0.0469
stable,22,547,c1,6,1,883.0000,0,0,258.4688
stable,22,547,c2,11,1,2003.0000,0,0,93.9688
stable,22,547,c3,16,1,3355.0000,0,0,0.1250
stable,22,547,c4,21,1,5082.0000,0,0,0.0156
stable,22,548,c0,1,1,93.0000,0,0,0.0469
stable,22,548,c1,6,1,875.0000,0,0,16.2344
stable,22,548,c2,11,1,2110.0000,0,0,0.4375
stable,22,548,c3,16,1,3406.0000,0,0,0.0938
stable,22,548,c4,21,1,5082.0000,0,0,0.0312
stable,22,549,c0,1,1,119.0000,0,0,0.0312
stable,22,549,c1,6,1,875.0000,0,0,103.1094
stable,22,549,c2,11,1,2024.0000,0,0,0.2969
stable,22,549,c3,16,1,3439.0000,0,0,0.0312
stable,22,549,c4,21,1,5082.0000,0,0,0.0312
stable,22,550,c0,1,1,102.0000,0,0,0.0469
stable,22,550,c1,6,1,837.0000,0,0,54.3906
stable,22,550,c2,11,1,2012.0000,0,0,29.6406
stable,22,550,c3,16,1,3422.0000,0,0,0.3594
stable,22,550,c4,21,1,5082.0000,0,0,0.0312
stable,22,551,c0,1,0,107.0000,2,10,0.0312
stable,22,551,c1,6,1,848.0000,0,0,98.7188
stable,22,551,c2,11,1,2023.0000,0,0,135.5312
stable,22,551,c3,16,1,3435.0000,0,0,0.1562
stable,22,551,c4,21,1,5082.0000,0,0,0.0312
stable,22,552,c0,1,0,92.5000,2,8,0.0312
stable,22,552,c1,6,1,799.0000,0,0,92.7344
stable,22,552,c2,11,0,1948.0000,1,3,7.2969
stable,22,552,c3,16,1,3360.0000,0,0,0.0469
stable,22,552,c4,21,1,5082.0000,0,0,0.0312
stable,22,553,c0,1,1,91.0000,0,0,0.0312
stable,22,553,c1,6,1,953.0000,0,0,389.7656
stable,22,553,c2,11,1,2057.0000,0,0,96.8438
stable,22,553,c3,16,1,3367.0000,0,0,0.0625
stable,22,553,c4,21,1,5082.0000,0,0,0.0312
stable,22,554,c0,1,1,87.0000,0,0,0.0469
stable,22,554,c1,6,1,888.0000,0,0,412.8438
stable,22,554,c2,11,1,2040.0000,0,0,0.4844
stable,22,554,c3,16,1,3414.0000,0,0,0.0469
stable,22,554,c4,21,1,5082.0000,0,0,0.0312
stable,22,555,c0,1,1,94.0000,0,0,0.0469
stable,22,555,c1,6,1,869.0000,0,0,217.0156
stable,22,555,c2,11,1,2102.0000,0,0,264.3750
stable,22,555,c3,16,1,3456.0000,0,0,0.1094
stable,22,555,c4,21,1,5082.0000,0,0,0.0156
stable,22,556,c0,1,1,94.0000,0,0,0.0469
stable,22,556,c1,6,1,844.0000,0,0,89.1719
stable,22,556,c2,11,1,2024.0000,0,0,1.2344
stable,22,556,c3,16,1,3380.0000,0,0,0.0781
stable,22,556,c4,21,1,5082.0000,0,0,0.0312
stable,22,557,c0,1,1,90.0000,0,0,0.0469
stable,22,557,c1,6,1,804.0000,0,0,76.7656
stable,22,557,c2,11,1,1956.0000,0,0,12.6406
stable,22,557,c3,16,0,3392.0000,3,11,10.0938
stable,22,557,c4,21,1,5082.0000,0,0,0.0312
stable,22,558,c0,1,1,91.5000,0,0,0.0312
stable,22,558,c1,6,1,912.0000,0,0,8.1719
stable,22,558,c2,11,1,2090.0000,0,0,44.3438
stable,22,558,c3,16,1,3460.0000,0,0,0.1250
stable,22,558,c4,21,1,5082.0000,0,0,0.0312
stable,22,559,c0,1,1,104.0000,0,0,0.0469
stable,22,559,c1,6,1,858.0000,0,0,240.9844
stable,22,559,c2,11,0,2032.0000,2,6,45.3281
stable,22,559,c3,16,0,3448.0000,2,8,0.1562
stable,22,559,c4,21,1,5082.0000,0,0,0.0312
stable,22,560,c0,1,1,107.0000,0,0,0.0312
stable,22,560,c1,6,1,830.0000,0,0,0.3281
stable,22,560,c2,11,0,2031.5000,2,6,238.3906
stable,22,560,c3,16,1,3397.0000,0,0,0.0938
stable,22,560,c4,21,1,5082.0000,0,0,0.0156
stable,22,561,c0,1,1,87.0000,0,0,0.0469
stable,22,561,c1,6,1,852.0000,0,0,0.5000
stable,22,561,c2,11,1,1961.0000,0,0,0.2188
stable,22,561,c3,16,1,3367.0000,0,0,0.1406
stable,22,561,c4,21,1,5082.0000,0,0,0.0156
stable,22,562,c0,1,1,98.0000,0,0,0.0312
stable,22,562,c1,6,0,901.5000,2,8,341.0781
stable,22,562,c2,11,1,2046.0000,0,0,0.4375
stable,22,562,c3,16,1,3456.0000,0,0,0.1562
stable,22,562,c4,21,1,5082.0000,0,0,0.0156
stable,22,563,c0,1,1,82.0000,0,0,0.0312
stable,22,563,c1,6,1,832.0000,0,0,7.6875
stable,22,563,c2,11,1,1954.0000,0,0,15.3750
stable,22,563,c3,16,1,3397.0000,0,0,0.1562
stable,22,563,c4,21,1,5082.0000,0,0,0.0156
stable,22,564,c0,1,1,106.0000,0,0,0.0312
stable,22,564,c1,6,1,860.0000,0,0,0.3594
stable,22,564,c2,11,0,2055.0000,2,6,494.5000
stable,22,564,c3,16,1,3450.0000,0,0,0.1406
stable,22,564,c4,21,1,5082.0000,0,0,0.0312
stable,22,565,c0,1,1,107.0000,0,0,0.0469
stable,22,565,c1,6,1,852.0000,0,0,0.2344
stable,22,565,c2,11,1,2026.0000,0,0,0.7188
stable,22,565,c3,16,1,3381.0000,0,0,0.0469
stable,22,565,c4,21,1,5082.0000,0,0,0.0312
stable,22,566,c0,1,1,101.0000,0,0,0.0312
stable,22,566,c1,6,1,843.0000,0,0,1.5312
stable,22,566,c2,11,1,1939.0000,0,0,0.2812
stable,22,566,c3,16,1,3358.0000,0,0,0.0312
stable,22,566,c4,21,1,5082.0000,0,0,0.0156
stable,22,567,c0,1,1,91.0000,0,0,0.0469
stable,22,567,c1,6,1,871.0000,0,0,389.1406
stable,22,567,c2,11,1,2050.0000,0,0,124.3125
stable,22,567,c3,16,1,3468.0000,0,0,0.0469
stable,22,567,c4,21,1,5082.0000,0,0,0.0156
stable,22,568,c0,1,1,99.0000,0,0,0.0469
stable,22,568,c1,6,1,862.0000,0,0,134.4531
stable,22,568,c2,11,1,2033.0000,0,0,235.4219
stable,22,568,c3,16,1,3431.0000,0,0,0.2344
stable,22,568,c4,21,1,5082.0000,0,0,0.0156
stable,22,569,c0,1,1,93.0000,0,0,0.0312
stable,22,569,c1,6,1,837.0000,0,0,0.2344
stable,22,569,c2,11,1,1949.0000,0,0,0.2656
stable,22,569,c3,16,0,3481.5000,1,5,1.5312
stable,22,569,c4,21,1,5082.0000,0,0,0.0156
stable,22,570,c0,1,1,107.0000,0,0,0.0312
stable,22,570,c1,6,1,853.0000,0,0,0.6719
stable,22,570,c2,11,0,2030.5000,2,10,192.8281
stable,22,570,c3,16,1,3355.0000,0,0,0.0469
stable,22,570,c4,21,1,5082.0000,0,0,0.0156
stable,22,571,c0,1,1,91.0000,0,0,0.0469
stable,22,571,c1,6,1,841.0000,0,0,10.2500
stable,22,571,c2,11,1,2000.0000,0,0,15.0156
stable,22,571,c3,16,0,3360.5000,1,3,0.2188
stable,22,571,c4,21,1,5082.0000,0,0,0.0312
stable,22,572,c0,1,1,57.0000,0,0,0.0312
stable,22,572,c1,6,0,855.5000,1,5,82.2969
stable,22,572,c2,11,0,2019.5000,1,3,172.4688
stable,22,572,c3,16,0,3408.5000,1,3,0.1094
stable,22,572,c4,21,1,5082.0000,0,0,0.0156
stable,22,573,c0,1,1,107.0000,0,0,0.0312
stable,22,573,c1,6,1,792.0000,0,0,0.2031
stable,22,573,c2,11,1,1972.0000,0,0,35.9375
stable,22,573,c3,16,1,3367.0000,0,0,0.0781
stable,22,573,c4,21,1,5082.0000,0,0,0.0312
stable,22,574,c0,1,1,85.0000,0,0,0.0469
stable,22,574,c1,6,1,850.0000,0,0,0.3438
stable,22,574,c2,11,0,1988.5000,1,3,29.9688
stable,22,574,c3,16,1,3364.0000,0,0,0.0781
stable,22,574,c4,21,1,5082.0000,0,0,0.0156
stable,22,575,c0,1,0,122.0000,2,8,0.0312
stable,22,575,c1,6,0,913.5000,2,8,84.7969
stable,22,575,c2,11,0,2029.5000,1,7,178.9375
stable,22,575,c3,16,0,3464.5000,1,3,0.1719
stable,22,575,c4,21,1,5082.0000,0,0,0.0312
stable,22,576,c0,1,1,87.0000,0,0,0.0312
stable,22,576,c1,6,1,863.0000,0,0,0.2500
stable,22,576,c2,11,0,1987.5000,1,3,24.7812
stable,22,576,c3,16,1,3423.0000,0,0,0.0469
stable,22,576,c4,21,1,5082.0000,0,0,0.0312
stable,22,577,c0,1,1,81.0000,0,0,0.0312
stable,22,577,c1,6,1,854.0000,0,0,0.3750
stable,22,577,c2,11,0,2021.5000,2,12,96.5156
stable,22,577,c3,16,1,3477.0000,0,0,15.3906
stable,22,577,c4,21,1,5082.0000,0,0,0.0156
stable,22,578,c0,1,1,101.0000,0,0,0.0312
stable,22,578,c1,6,1,866.0000,0,0,52.4688
stable,22,578,c2,11,1,2036.0000,0,0,0.3125
stable,22,578,c3,16,0,3412.5000,1,3,0.1875
stable,22,578,c4,21,1,5082.0000,0,0,0.0312
stable,22,579,c0,1,1,73.0000,0,0,0.0469
stable,22,579,c1,6,1,831.0000,0,0,1.3594
stable,22,579,c2,11,1,1980.0000,0,0,13.8438
stable,22,579,c3,16,1,3398.0000,0,0,0.1094
stable,22,579,c4,21,1,5082.0000,0,0,0.0312
stable,22,580,c0,1,0,100.5000,2,8,0.0469
stable,22,580,c1,6,1,867.0000,0,0,72.6250
stable,22,580,c2,11,1,2062.0000,0,0,7.5312
stable,22,580,c3,16,1,3460.0000,0,0,0.0312
stable,22,580,c4,21,1,5082.0000,0,0,0.0312
stable,22,581,c0,1,1,73.0000,0,0,0.0312
stable,22,581,c1,6,0,867.0000,2,6,64.6094
stable,22,581,c2,11,1,1993.0000,0,0,0.2656
stable,22,581,c3,16,1,3341.0000,0,0,0.0469
stable,22,581,c4,21,1,5082.0000,0,0,0.0156
stable,22,582,c0,1,0,105.0000,2,10,0.0312
stable,22,582,c1,6,1,838.0000,0,0,29.8281
stable,22,582,c2,11,0,1960.5000,2,8,5.6094
stable,22,582,c3,16,1,3373.0000,0,0,0.0469
stable,22,582,c4,21,1,5082.0000,0,0,0.0156
stable,22,583,c0,1,1,86.0000,0,0,0.0312
stable,22,583,c1,6,1,842.0000,0,0,0.5938
stable,22,583,c2,11,1,1978.0000,0,0,47.3125
stable,22,583,c3,16,1,3314.0000,0,0,0.0312
stable,22,583,c4,21,1,5082.0000,0,0,0.0156
stable,22,584,c0,1,1,93.0000,0,0,0.0469
stable,22,584,c1,6,1,835.0000,0,0,0.3125
stable,22,584,c2,11,0,1923.5000,1,3,0.4062
stable,22,584,c3,16,1,3306.0000,0,0,0.0938
stable,22,584,c4,21,1,5082.0000,0,0,0.0156
stable,22,585,c0,1,0,103.0000,2,6,0.0312
stable,22,585,c1,6,1,884.0000,0,0,1.4375
stable,22,585,c2,11,1,2058.0000,0,0,0.2969
stable,22,585,c3,16,0,3497.0000,2,6,13.9062
stable,22,585,c4,21,1,5082.0000,0,0,0.0156
stable,22,586,c0,1,1,96.5000,0,0,0.0625
stable,22,586,c1,6,1,854.0000,0,0,104.7656
stable,22,586,c2,11,0,1957.0000,2,6,185.8125
stable,22,586,c3,16,1,3379.0000,0,0,0.0938
stable,22,586,c4,21,1,5082.0000,0,0,0.0312
stable,22,587,c0,1,1,109.0000,0,0,0.0469
stable,22,587,c1,6,1,904.0000,0,0,192.7969
stable,22,587,c2,11,1,2009.0000,0,0,15.7969
stable,22,587,c3,16,1,3392.0000,0,0,0.0781
stable,22,587,c4,21,1,5082.0000,0,0,0.0312
stable,22,588,c0,1,1,77.0000,0,0,0.0312
stable,22,588,c1,6,1,839.0000,0,0,14.3594
stable,22,588,c2,11,1,1933.0000,0,0,0.3594
stable,22,588,c3,16,1,3401.0000,0,0,0.1406
stable,22,588,c4,21,1,5082.0000,0,0,0.0312
stable,22,589,c0,1,1,111.0000,0,0,0.0312
stable,22,589,c1,6,0,870.5000,2,6,229.5625
stable,22,589,c2,11,0,1971.5000,2,6,120.2656
stable,22,589,c3,16,1,3392.0000,0,0,0.0625
stable,22,589,c4,21,1,5082.0000,0,0,0.0156
stable,22,590,c0,1,0,75.5000,1,3,0.0312
stable,22,590,c1,6,1,853.0000,0,0,1.7031
stable,22,590,c2,11,1,1972.0000,0,0,161.0938
stable,22,590,c3,16,0,3396.5000,1,11,1.2812
stable,22,590,c4,21,1,5082.0000,0,0,0.0156
stable,22,591,c0,1,1,97.0000,0,0,0.0312
stable,22,591,c1,6,1,852.0000,0,0,20.5469
stable,22,591,c2,11,1,1973.0000,0,0,7.8281
stable,22,591,c3,16,0,3381.0000,1,5,1.0938
stable,22,591,c4,21,1,5082.0000,0,0,0.0312
stable,22,592,c0,1,1,109.0000,0,0,0.0312
stable,22,592,c1,6,1,815.0000,0,0,0.5000
stable,22,592,c2,11,1,1965.0000,0,0,180.5312
stable,22,592,c3,16,0,3354.0000,1,3,0.5312
stable,22,592,c4,21,1,5082.0000,0,0,0.0156
stable,22,593,c0,1,1,88.0000,0,0,0.0469
stable,22,593,c1,6,1,877.0000,0,0,2.3906
stable,22,593,c2,11,1,2027.0000,0,0,29.2656
stable,22,593,c3,16,1,3453.0000,0,0,0.5156
stable,22,593,c4,21,1,5082.0000,0,0,0.0156
stable,22,594,c0,1,1,105.0000,0,0,0.0312
stable,22,594,c1,6,1,881.0000,0,0,0.6250
stable,22,594,c2,11,1,1959.0000,0,0,54.3906
stable,22,594,c3,16,1,3424.0000,0,0,1.6250
stable,22,594,c4,21,1,5082.0000,0,0,0.0156
stable,22,595,c0,1,1,98.0000,0,0,0.0469
stable,22,595,c1,6,1,872.0000,0,0,24.4062
stable,22,595,c2,11,1,2007.0000,0,0,167.5938
stable,22,595,c3,16,1,3437.0000,0,0,0.0625
stable,22,595,c4,21,1,5082.0000,0,0,0.0156
stable,22,596,c0,1,1,110.0000,0,0,0.0312
stable,22,596,c1,6,1,924.0000,0,0,456.5156
stable,22,596,c2,11,1,2059.0000,0,0,29.2344
stable,22,596,c3,16,1,3406.0000,0,0,0.0781
stable,22,596,c4,21,1,5082.0000,0,0,0.0312
stable,22,597,c0,1,1,93.0000,0,0,0.0312
stable,22,597,c1,6,1,829.0000,0,0,204.2500
stable,22,597,c2,11,1,1935.0000,0,0,6.2656
stable,22,597,c3,16,0,3367.5000,1,3,2.7344
stable,22,597,c4,21,1,5082.0000,0,0,0.0156
stable,22,598,c0,1,1,92.0000,0,0,0.0469
stable,22,598,c1,6,1,899.0000,0,0,0.2500
stable,22,598,c2,11,0,2061.0000,2,6,258.2031
stable,22,598,c3,16,0,3407.5000,1,5,0.2344
stable,22,598,c4,21,1,5082.0000,0,0,0.0312
stable,22,599,c0,1,1,105.0000,0,0,0.0469
stable,22,599,c1,6,1,872.0000,0,0,8.7188
stable,22,599,c2,11,0,1978.0000,1,5,64.6406
stable,22,599,c3,16,1,3380.0000,0,0,0.1250
stable,22,599,c4,21,1,5082.0000,0,0,0.0156
stable,22,600,c0,1,1,97.0000,0,0,0.0312
stable,22,600,c1,6,1,840.0000,0,0,0.4375
stable,22,600,c2,11,1,2004.0000,0,0,103.6875
stable,22,600,c3,16,0,3389.0000,1,5,0.0469
stable,22,600,c4,21,1,5082.0000,0,0,0.0156
stable,22,601,c0,1,1,110.0000,0,0,0.0312
stable,22,601,c1,6,0,886.5000,2,8,139.4531
stable,22,601,c2,11,1,2020.0000,0,0,0.3750
stable,22,601,c3,16,0,3430.5000,1,5,0.1875
stable,22,601,c4,21,1,5082.0000,0,0,0.0312
stable,22,602,c0,1,0,95.5000,2,8,0.0469
stable,22,602,c1,6,1,907.0000,0,0,301.3125
stable,22,602,c2,11,1,2071.0000,0,0,81.7500
stable,22,602,c3,16,1,3395.0000,0,0,0.0781
stable,22,602,c4,21,1,5082.0000,0,0,0.0156
stable,22,603,c0,1,1,97.0000,0,0,0.0312
stable,22,603,c1,6,1,899.0000,0,0,555.5625
stable,22,603,c2,11,1,2066.0000,0,0,9.3281
stable,22,603,c3,16,1,3410.0000,0,0,0.0625
stable,22,603,c4,21,1,5082.0000,0,0,0.0312
stable,22,604,c0,1,1,110.0000,0,0,0.0469
stable,22,604,c1,6,0,870.5000,2,6,271.3750
stable,22,604,c2,11,1,2051.0000,0,0,128.9688
stable,22,604,c3,16,1,3398.0000,0,0,0.0312
stable,22,604,c4,21,1,5082.0000,0,0,0.0156
stable,22,605,c0,1,1,117.0000,0,0,0.0312
stable,22,605,c1,6,1,869.0000,0,0,8.1875
stable,22,605,c2,11,1,2045.0000,0,0,0.5000
stable,22,605,c3,16,0,3453.0000,1,3,0.5000
stable,22,605,c4,21,1,5082.0000,0,0,0.0312
stable,22,606,c0,1,1,104.0000,0,0,0.0312
stable,22,606,c1,6,1,852.0000,0,0,14.2969
stable,22,606,c2,11,1,2045.0000,0,0,55.3438
stable,22,606,c3,16,0,3373.5000,1,3,0.2031
stable,22,606,c4,21,1,5082.0000,0,0,0.0156
stable,22,607,c0,1,1,106.0000,0,0,0.0469
stable,22,607,c1,6,1,865.0000,0,0,110.3438
stable,22,607,c2,11,1,1947.0000,0,0,53.7500
stable,22,607,c3,16,1,3317.0000,0,0,0.1250
stable,22,607,c4,21,1,5082.0000,0,0,0.0312
stable,22,608,c0,1,1,104.0000,0,0,0.0312
stable,22,608,c1,6,1,845.0000,0,0,80.4219
stable,22,608,c2,11,1,1953.0000,0,0,11.3750
stable,22,608,c3,16,0,3393.5000,2,6,0.1250
stable,22,608,c4,21,1,5082.0000,0,0,0.0312
stable,22,609,c0,1,1,86.5000,0,0,0.0156
stable,22,609,c1,6,0,823.5000,2,8,119.3438
stable,22,609,c2,11,0,1978.5000,1,3,0.4062
stable,22,609,c3,16,1,3426.0000,0,0,0.1250
stable,22,609,c4,21,1,5082.0000,0,0,0.0312
stable,22,610,c0,1,1,105.0000,0,0,0.0312
stable,22,610,c1,6,1,875.0000,0,0,233.8438
stable,22,610,c2,11,1,2013.0000,0,0,184.5000
stable,22,610,c3,16,0,3399.5000,1,3,0.1250
stable,22,610,c4,21,1,5082.0000,0,0,0.0156
stable,22,611,c0,1,1,103.5000,0,0,0.0312
stable,22,611,c1,6,1,881.0000,0,0,68.5938
stable,22,611,c2,11,1,2069.0000,0,0,1.2188
stable,22,611,c3,16,1,3391.0000,0,0,0.1406
stable,22,611,c4,21,1,5082.0000,0,0,0.0156
stable,22,612,c0,1,1,93.0000,0,0,0.0312
stable,22,612,c1,6,1,861.0000,0,0,1.3594
stable,22,612,c2,11,1,2038.0000,0,0,4.8906
stable,22,612,c3,16,1,3403.0000,0,0,0.0781
stable,22,612,c4,21,1,5082.0000,0,0,0.0156
stable,22,613,c0,1,1,89.0000,0,0,0.0312
stable,22,613,c1,6,1,872.0000,0,0,0.6094
stable,22,613,c2,11,1,2019.0000,0,0,7.3281
stable,22,613,c3,16,0,3460.0000,1,5,3.0000
stable,22,613,c4,21,1,5082.0000,0,0,0.0156
stable,22,614,c0,1,0,110.5000,2,8,0.0312
stable,22,614,c1,6,1,908.0000,0,0,0.5625
stable,22,614,c2,11,0,2011.0000,1,3,157.4844
stable,22,614,c3,16,1,3389.0000,0,0,0.0781
stable,22,614,c4,21,1,5082.0000,0,0,0.0156
stable,22,615,c0,1,0,77.5000,1,3,0.0312
stable,22,615,c1,6,0,829.0000,1,5,221.9688
stable,22,615,c2,11,1,2011.0000,0,0,12.3125
stable,22,615,c3,16,1,3433.0000,0,0,0.1094
stable,22,615,c4,21,1,5082.0000,0,0,0.0312
stable,22,616,c0,1,1,88.0000,0,0,0.0312
stable,22,616,c1,6,1,788.0000,0,0,0.4062
stable,22,616,c2,11,1,1947.0000,0,0,5.4219
stable,22,616,c3,16,1,3338.0000,0,0,0.0312
stable,22,616,c4,21,1,5082.0000,0,0,0.0312
stable,22,617,c0,1,1,104.0000,0,0,0.0469
stable,22,617,c1,6,1,938.0000,0,0,60.2969
stable,22,617,c2,11,1,2010.0000,0,0,61.2656
stable,22,617,c3,16,1,3423.0000,0,0,0.0938
stable,22,617,c4,21,1,5082.0000,0,0,0.0156
stable,22,618,c0,1,1,116.0000,0,0,0.0312
stable,22,618,c1,6,1,903.0000,0,0,0.3750
stable,22,618,c2,11,1,2048.0000,0,0,0.7188
stable,22,618,c3,16,1,3492.0000,0,0,0.0312
stable,22,618,c4,21,1,5082.0000,0,0,0.0156
stable,22,619,c0,1,0,61.0000,1,3,0.0312
stable,22,619,c1,6,1,795.0000,0,0,0.5312
stable,22,619,c2,11,0,1930.5000,1,7,167.4531
stable,22,619,c3,16,1,3368.0000,0,0,0.1250
stable,22,619,c4,21,1,5082.0000,0,0,0.0312
stable,22,620,c0,1,1,107.0000,0,0,0.0312
stable,22,620,c1,6,1,846.0000,0,0,0.3281
stable,22,620,c2,11,1,1992.0000,0,0,7.1719
stable,22,620,c3,16,0,3402.5000,1,3,0.4219
stable,22,620,c4,21,1,5082.0000,0,0,0.0312
stable,22,621,c0,1,1,81.0000,0,0,0.0312
stable,22,621,c1,6,1,882.0000,0,0,54.6719
stable,22,621,c2,11,1,2034.0000,0,0,25.1719
stable,22,621,c3,16,0,3453.5000,2,6,1.2812
stable,22,621,c4,21,1,5082.0000,0,0,0.0156
stable,22,622,c0,1,1,100.5000,0,0,0.0625
stable,22,622,c1,6,1,899.0000,0,0,54.2188
stable,22,622,c2,11,1,2046.0000,0,0,80.1094
stable,22,622,c3,16,0,3470.5000,1,3,0.0469
stable,22,622,c4,21,1,5082.0000,0,0,0.0156
stable,22,623,c0,1,0,108.5000,2,6,0.0312
stable,22,623,c1,6,1,887.0000,0,0,117.3438
stable,22,623,c2,11,1,2051.0000,0,0,0.8594
stable,22,623,c3,16,1,3427.0000,0,0,0.0469
stable,22,623,c4,21,1,5082.0000,0,0,0.0312
stable,22,624,c0,1,1,96.0000,0,0,0.0312
stable,22,624,c1,6,1,767.0000,0,0,1.8594
stable,22,624,c2,11,1,1928.0000,0,0,10.1406
stable,22,624,c3,16,0,3366.0000,1,7,0.0469
stable,22,624,c4,21,1,5082.0000,0,0,0.0312
stable,22,625,c0,1,1,98.0000,0,0,0.0312
stable,22,625,c1,6,0,859.0000,2,8,258.6719
stable,22,625,c2,11,0,2034.5000,2,8,198.4062
stable,22,625,c3,16,0,3400.5000,2,6,0.2344
stable,22,625,c4,21,1,5082.0000,0,0,0.0312
stable,22,626,c0,1,1,111.0000,0,0,0.0312
stable,22,626,c1,6,1,817.0000,0,0,346.6719
stable,22,626,c2,11,0,1964.5000,2,6,41.0312
stable,22,626,c3,16,1,3393.0000,0,0,0.0938
stable,22,626,c4,21,1,5082.0000,0,0,0.0312
stable,22,627,c0,1,1,91.0000,0,0,0.0312
stable,22,627,c1,6,0,846.0000,1,5,82.3281
stable,22,627,c2,11,1,1938.0000,0,0,4.1406
stable,22,627,c3,16,1,3403.0000,0,0,0.0625
stable,22,627,c4,21,1,5082.0000,0,0,0.0156
stable,22,628,c0,1,1,100.0000,0,0,0.0469
stable,22,628,c1,6,1,827.0000,0,0,0.2188
stable,22,628,c2,11,1,1954.0000,0,0,68.0312
stable,22,628,c3,16,1,3411.0000,0,0,0.2344
stable,22,628,c4,21,1,5082.0000,0,0,0.0312
stable,22,629,c0,1,1,91.0000,0,0,0.0312
stable,22,629,c1,6,1,853.0000,0,0,52.0156
stable,22,629,c2,11,1,2045.0000,0,0,51.7344
stable,22,629,c3,16,0,3392.5000,1,5,0.2656
stable,22,629,c4,21,1,5082.0000,0,0,0.0312
stable,22,630,c0,1,1,94.0000,0,0,0.0312
stable,22,630,c1,6,1,780.0000,0,0,0.2812
stable,22,630,c2,11,1,1879.0000,0,0,0.3750
stable,22,630,c3,16,0,3340.5000,1,3,0.0312
stable,22,630,c4,21,1,5082.0000,0,0,0.0312
stable,22,631,c0,1,1,95.0000,0,0,0.0469
stable,22,631,c1,6,1,889.0000,0,0,0.7656
stable,22,631,c2,11,1,2029.0000,0,0,217.2812
stable,22,631,c3,16,0,3457.0000,1,5,3.9219
stable,22,631,c4,21,1,5082.0000,0,0,0.0156
stable,22,632,c0,1,0,104.5000,2,8,0.0469
stable,22,632,c1,6,1,845.0000,0,0,34.5312
stable,22,632,c2,11,1,2032.0000,0,0,14.6094
stable,22,632,c3,16,1,3333.0000,0,0,0.0469
stable,22,632,c4,21,1,5082.0000,0,0,0.0312
stable,22,633,c0,1,1,103.5000,0,0,0.0469
stable,22,633,c1,6,0,890.0000,2,8,434.8750
stable,22,633,c2,11,1,1995.0000,0,0,68.1094
stable,22,633,c3,16,0,3377.5000,1,5,0.5938
stable,22,633,c4,21,1,5082.0000,0,0,0.0312
stable,22,634,c0,1,1,87.0000,0,0,0.0312
stable,22,634,c1,6,1,824.0000,0,0,0.4375
stable,22,634,c2,11,0,1976.5000,2,8,90.0625
stable,22,634,c3,16,1,3434.0000,0,0,0.0312
stable,22,634,c4,21,1,5082.0000,0,0,0.0156
stable,22,635,c0,1,0,113.0000,2,8,0.0469
stable,22,635,c1,6,1,822.0000,0,0,0.7188
stable,22,635,c2,11,1,2001.0000,0,0,0.3281
stable,22,635,c3,16,0,3411.5000,1,3,0.1250
stable,22,635,c4,21,1,5082.0000,0,0,0.0312
stable,22,636,c0,1,1,79.0000,0,0,0.0469
stable,22,636,c1,6,1,873.0000,0,0,0.6562
stable,22,636,c2,11,1,2013.0000,0,0,154.4219
stable,22,636,c3,16,1,3406.0000,0,0,0.4375
stable,22,636,c4,21,1,5082.0000,0,0,0.0312
stable,22,637,c0,1,0,100.5000,2,6,0.0469
stable,22,637,c1,6,1,872.0000,0,0,0.3125
