n,seed,c_setting,c,solvable,cost,odd,oddagents,time
stable,2,102,c4,1,1,2.0000,0,0,0.00
stable,2,103,c0,1,1,2.0000,0,0,0.00
stable,2,103,c1,1,1,2.0000,0,0,0.00
stable,2,103,c2,1,1,2.0000,0,0,0.00
stable,2,103,c3,1,1,2.0000,0,0,0.00
stable,2,103,c4,1,1,2.0000,0,0,0.00
stable,2,104,c0,1,1,2.0000,0,0,0.00
stable,2,104,c1,1,1,2.0000,0,0,0.00
stable,2,104,c2,1,1,2.0000,0,0,0.00
stable,2,104,c3,1,1,2.0000,0,0,0.00
stable,2,104,c4,1,1,2.0000,0,0,0.00
stable,2,105,c0,1,1,2.0000,0,0,0.00
stable,2,105,c1,1,1,2.0000,0,0,0.00
stable,2,105,c2,1,1,2.0000,0,0,0.00
stable,2,105,c3,1,1,2.0000,0,0,0.00
stable,2,105,c4,1,1,2.0000,0,0,0.00
stable,2,106,c0,1,1,2.0000,0,0,0.00
stable,2,106,c1,1,1,2.0000,0,0,0.00
stable,2,106,c2,1,1,2.0000,0,0,0.00
stable,2,106,c3,1,1,2.0000,0,0,0.00
stable,2,106,c4,1,1,2.0000,0,0,0.00
stable,2,107,c0,1,1,2.0000,0,0,0.00
stable,2,107,c1,1,1,2.0000,0,0,0.00
stable,2,107,c2,1,1,2.0000,0,0,0.00
stable,2,107,c3,1,1,2.0000,0,0,0.00
stable,2,107,c4,1,1,2.0000,0,0,0.00
stable,2,108,c0,1,1,2.0000,0,0,0.00
stable,2,108,c1,1,1,2.0000,0,0,0.00
stable,2,108,c2,1,1,2.0000,0,0,0.00
stable,2,108,c3,1,1,2.0000,0,0,0.00
stable,2,108,c4,1,1,2.0000,0,0,0.00
stable,2,109,c0,1,1,2.0000,0,0,0.00
stable,2,109,c1,1,1,2.0000,0,0,0.00
stable,2,109,c2,1,1,2.0000,0,0,0.00
stable,2,109,c3,1,1,2.0000,0,0,0.00
stable,2,109,c4,1,1,2.0000,0,0,0.00
stable,2,110,c0,1,1,2.0000,0,0,0.00
stable,2,110,c1,1,1,2.0000,0,0,0.00
stable,2,110,c2,1,1,2.0000,0,0,0.00
stable,2,110,c3,1,1,2.0000,0,0,0.00
stable,2,110,c4,1,1,2.0000,0,0,0.00
stable,2,111,c0,1,1,2.0000,0,0,0.00
stable,2,111,c1,1,1,2.0000,0,0,0.00
stable,2,111,c2,1,1,2.0000,0,0,0.00
stable,2,111,c3,1,1,2.0000,0,0,0.00
stable,2,111,c4,1,1,2.0000,0,0,0.00
stable,2,112,c0,1,1,2.0000,0,0,0.02
stable,2,112,c1,1,1,2.0000,0,0,0.00
stable,2,112,c2,1,1,2.0000,0,0,0.00
stable,2,112,c3,1,1,2.0000,0,0,0.00
stable,2,112,c4,1,1,2.0000,0,0,0.00
stable,2,113,c0,1,1,2.0000,0,0,0.00
stable,2,113,c1,1,1,2.0000,0,0,0.00
stable,2,113,c2,1,1,2.0000,0,0,0.00
stable,2,113,c3,1,1,2.0000,0,0,0.00
stable,2,113,c4,1,1,2.0000,0,0,0.00
stable,2,114,c0,1,1,2.0000,0,0,0.00
stable,2,114,c1,1,1,2.0000,0,0,0.00
stable,2,114,c2,1,1,2.0000,0,0,0.00
stable,2,114,c3,1,1,2.0000,0,0,0.00
stable,2,114,c4,1,1,2.0000,0,0,0.00
stable,2,115,c0,1,1,2.0000,0,0,0.00
stable,2,115,c1,1,1,2.0000,0,0,0.00
stable,2,115,c2,1,1,2.0000,0,0,0.00
stable,2,115,c3,1,1,2.0000,0,0,0.00
stable,2,115,c4,1,1,2.0000,0,0,0.00
stable,2,116,c0,1,1,2.0000,0,0,0.00
stable,2,116,c1,1,1,2.0000,0,0,0.00
stable,2,116,c2,1,1,2.0000,0,0,0.00
stable,2,116,c3,1,1,2.0000,0,0,0.00
stable,2,116,c4,1,1,2.0000,0,0,0.00
stable,2,117,c0,1,1,2.0000,0,0,0.00
stable,2,117,c1,1,1,2.0000,0,0,0.00
stable,2,117,c2,1,1,2.0000,0,0,0.00
stable,2,117,c3,1,1,2.0000,0,0,0.00
stable,2,117,c4,1,1,2.0000,0,0,0.00
stable,2,118,c0,1,1,2.0000,0,0,0.00
stable,2,118,c1,1,1,2.0000,0,0,0.02
stable,2,118,c2,1,1,2.0000,0,0,0.00
stable,2,118,c3,1,1,2.0000,0,0,0.00
stable,2,118,c4,1,1,2.0000,0,0,0.00
stable,2,119,c0,1,1,2.0000,0,0,0.00
stable,2,119,c1,1,1,2.0000,0,0,0.00
stable,2,119,c2,1,1,2.0000,0,0,0.00
stable,2,119,c3,1,1,2.0000,0,0,0.00
stable,2,119,c4,1,1,2.0000,0,0,0.00
stable,2,120,c0,1,1,2.0000,0,0,0.00
stable,2,120,c1,1,1,2.0000,0,0,0.00
stable,2,120,c2,1,1,2.0000,0,0,0.00
stable,2,120,c3,1,1,2.0000,0,0,0.00
stable,2,120,c4,1,1,2.0000,0,0,0.02
stable,2,121,c0,1,1,2.0000,0,0,0.00
stable,2,121,c1,1,1,2.0000,0,0,0.00
stable,2,121,c2,1,1,2.0000,0,0,0.00
stable,2,121,c3,1,1,2.0000,0,0,0.00
stable,2,121,c4,1,1,2.0000,0,0,0.00
stable,2,122,c0,1,1,2.0000,0,0,0.00
stable,2,122,c1,1,1,2.0000,0,0,0.00
stable,2,122,c2,1,1,2.0000,0,0,0.00
stable,2,122,c3,1,1,2.0000,0,0,0.00
stable,2,122,c4,1,1,2.0000,0,0,0.00
stable,2,123,c0,1,1,2.0000,0,0,0.00
stable,2,123,c1,1,1,2.0000,0,0,0.00
stable,2,123,c2,1,1,2.0000,0,0,0.00
stable,2,123,c3,1,1,2.0000,0,0,0.00
stable,2,123,c4,1,1,2.0000,0,0,0.00
stable,2,124,c0,1,1,2.0000,0,0,0.00
stable,2,124,c1,1,1,2.0000,0,0,0.00
stable,2,124,c2,1,1,2.0000,0,0,0.00
stable,2,124,c3,1,1,2.0000,0,0,0.00
stable,2,124,c4,1,1,2.0000,0,0,0.00
stable,2,125,c0,1,1,2.0000,0,0,0.00
stable,2,125,c1,1,1,2.0000,0,0,0.00
stable,2,125,c2,1,1,2.0000,0,0,0.00
stable,2,125,c3,1,1,2.0000,0,0,0.00
stable,2,125,c4,1,1,2.0000,0,0,0.00
stable,2,126,c0,1,1,2.0000,0,0,0.00
stable,2,126,c1,1,1,2.0000,0,0,0.00
stable,2,126,c2,1,1,2.0000,0,0,0.00
stable,2,126,c3,1,1,2.0000,0,0,0.00
stable,2,126,c4,1,1,2.0000,0,0,0.00
stable,2,127,c0,1,1,2.0000,0,0,0.00
stable,2,127,c1,1,1,2.0000,0,0,0.00
stable,2,127,c2,1,1,2.0000,0,0,0.02
stable,2,127,c3,1,1,2.0000,0,0,0.00
stable,2,127,c4,1,1,2.0000,0,0,0.00
stable,2,128,c0,1,1,2.0000,0,0,0.00
stable,2,128,c1,1,1,2.0000,0,0,0.00
stable,2,128,c2,1,1,2.0000,0,0,0.00
stable,2,128,c3,1,1,2.0000,0,0,0.00
stable,2,128,c4,1,1,2.0000,0,0,0.00
stable,2,129,c0,1,1,2.0000,0,0,0.00
stable,2,129,c1,1,1,2.0000,0,0,0.00
stable,2,129,c2,1,1,2.0000,0,0,0.00
stable,2,129,c3,1,1,2.0000,0,0,0.00
stable,2,129,c4,1,1,2.0000,0,0,0.00
stable,2,130,c0,1,1,2.0000,0,0,0.00
stable,2,130,c1,1,1,2.0000,0,0,0.00
stable,2,130,c2,1,1,2.0000,0,0,0.00
stable,2,130,c3,1,1,2.0000,0,0,0.00
stable,2,130,c4,1,1,2.0000,0,0,0.00
stable,2,131,c0,1,1,2.0000,0,0,0.00
stable,2,131,c1,1,1,2.0000,0,0,0.00
stable,2,131,c2,1,1,2.0000,0,0,0.00
stable,2,131,c3,1,1,2.0000,0,0,0.00
stable,2,131,c4,1,1,2.0000,0,0,0.00
stable,2,132,c0,1,1,2.0000,0,0,0.00
stable,2,132,c1,1,1,2.0000,0,0,0.00
stable,2,132,c2,1,1,2.0000,0,0,0.00
stable,2,132,c3,1,1,2.0000,0,0,0.00
stable,2,132,c4,1,1,2.0000,0,0,0.00
stable,2,133,c0,1,1,2.0000,0,0,0.00
stable,2,133,c1,1,1,2.0000,0,0,0.00
stable,2,133,c2,1,1,2.0000,0,0,0.00
stable,2,133,c3,1,1,2.0000,0,0,0.00
stable,2,133,c4,1,1,2.0000,0,0,0.00
stable,2,134,c0,1,1,2.0000,0,0,0.00
stable,2,134,c1,1,1,2.0000,0,0,0.00
stable,2,134,c2,1,1,2.0000,0,0,0.00
stable,2,134,c3,1,1,2.0000,0,0,0.00
stable,2,134,c4,1,1,2.0000,0,0,0.00
stable,2,135,c0,1,1,2.0000,0,0,0.00
stable,2,135,c1,1,1,2.0000,0,0,0.00
stable,2,135,c2,1,1,2.0000,0,0,0.00
stable,2,135,c3,1,1,2.0000,0,0,0.00
stable,2,135,c4,1,1,2.0000,0,0,0.00
stable,2,136,c0,1,1,2.0000,0,0,0.00
stable,2,136,c1,1,1,2.0000,0,0,0.00
stable,2,136,c2,1,1,2.0000,0,0,0.00
stable,2,136,c3,1,1,2.0000,0,0,0.00
stable,2,136,c4,1,1,2.0000,0,0,0.00
stable,2,137,c0,1,1,2.0000,0,0,0.00
stable,2,137,c1,1,1,2.0000,0,0,0.00
stable,2,137,c2,1,1,2.0000,0,0,0.00
stable,2,137,c3,1,1,2.0000,0,0,0.00
stable,2,137,c4,1,1,2.0000,0,0,0.00
stable,2,138,c0,1,1,2.0000,0,0,0.00
stable,2,138,c1,1,1,2.0000,0,0,0.00
stable,2,138,c2,1,1,2.0000,0,0,0.00
stable,2,138,c3,1,1,2.0000,0,0,0.00
stable,2,138,c4,1,1,2.0000,0,0,0.00
stable,2,139,c0,1,1,2.0000,0,0,0.00
stable,2,139,c1,1,1,2.0000,0,0,0.00
stable,2,139,c2,1,1,2.0000,0,0,0.00
stable,2,139,c3,1,1,2.0000,0,0,0.00
stable,2,139,c4,1,1,2.0000,0,0,0.00
stable,2,140,c0,1,1,2.0000,0,0,0.00
stable,2,140,c1,1,1,2.0000,0,0,0.00
stable,2,140,c2,1,1,2.0000,0,0,0.00
stable,2,140,c3,1,1,2.0000,0,0,0.00
stable,2,140,c4,1,1,2.0000,0,0,0.00
stable,2,141,c0,1,1,2.0000,0,0,0.00
stable,2,141,c1,1,1,2.0000,0,0,0.00
stable,2,141,c2,1,1,2.0000,0,0,0.00
stable,2,141,c3,1,1,2.0000,0,0,0.00
stable,2,141,c4,1,1,2.0000,0,0,0.00
stable,2,142,c0,1,1,2.0000,0,0,0.00
stable,2,142,c1,1,1,2.0000,0,0,0.00
stable,2,142,c2,1,1,2.0000,0,0,0.00
stable,2,142,c3,1,1,2.0000,0,0,0.00
stable,2,142,c4,1,1,2.0000,0,0,0.00
stable,2,143,c0,1,1,2.0000,0,0,0.00
stable,2,143,c1,1,1,2.0000,0,0,0.00
stable,2,143,c2,1,1,2.0000,0,0,0.00
stable,2,143,c3,1,1,2.0000,0,0,0.00
stable,2,143,c4,1,1,2.0000,0,0,0.00
stable,2,144,c0,1,1,2.0000,0,0,0.00
stable,2,144,c1,1,1,2.0000,0,0,0.00
stable,2,144,c2,1,1,2.0000,0,0,0.00
stable,2,144,c3,1,1,2.0000,0,0,0.00
stable,2,144,c4,1,1,2.0000,0,0,0.00
stable,2,145,c0,1,1,2.0000,0,0,0.00
stable,2,145,c1,1,1,2.0000,0,0,0.00
stable,2,145,c2,1,1,2.0000,0,0,0.00
stable,2,145,c3,1,1,2.0000,0,0,0.02
stable,2,145,c4,1,1,2.0000,0,0,0.00
stable,2,146,c0,1,1,2.0000,0,0,0.00
stable,2,146,c1,1,1,2.0000,0,0,0.00
stable,2,146,c2,1,1,2.0000,0,0,0.00
stable,2,146,c3,1,1,2.0000,0,0,0.00
stable,2,146,c4,1,1,2.0000,0,0,0.00
stable,2,147,c0,1,1,2.0000,0,0,0.00
stable,2,147,c1,1,1,2.0000,0,0,0.00
stable,2,147,c2,1,1,2.0000,0,0,0.00
stable,2,147,c3,1,1,2.0000,0,0,0.00
stable,2,147,c4,1,1,2.0000,0,0,0.00
stable,2,148,c0,1,1,2.0000,0,0,0.00
stable,2,148,c1,1,1,2.0000,0,0,0.00
stable,2,148,c2,1,1,2.0000,0,0,0.00
stable,2,148,c3,1,1,2.0000,0,0,0.00
stable,2,148,c4,1,1,2.0000,0,0,0.00
stable,2,149,c0,1,1,2.0000,0,0,0.00
stable,2,149,c1,1,1,2.0000,0,0,0.00
stable,2,149,c2,1,1,2.0000,0,0,0.00
stable,2,149,c3,1,1,2.0000,0,0,0.00
stable,2,149,c4,1,1,2.0000,0,0,0.00
stable,2,150,c0,1,1,2.0000,0,0,0.00
stable,2,150,c1,1,1,2.0000,0,0,0.00
stable,2,150,c2,1,1,2.0000,0,0,0.00
stable,2,150,c3,1,1,2.0000,0,0,0.00
stable,2,150,c4,1,1,2.0000,0,0,0.00
stable,2,151,c0,1,1,2.0000,0,0,0.00
stable,2,151,c1,1,1,2.0000,0,0,0.00
stable,2,151,c2,1,1,2.0000,0,0,0.00
stable,2,151,c3,1,1,2.0000,0,0,0.00
stable,2,151,c4,1,1,2.0000,0,0,0.00
stable,2,152,c0,1,1,2.0000,0,0,0.00
stable,2,152,c1,1,1,2.0000,0,0,0.00
stable,2,152,c2,1,1,2.0000,0,0,0.00
stable,2,152,c3,1,1,2.0000,0,0,0.00
stable,2,152,c4,1,1,2.0000,0,0,0.00
stable,2,153,c0,1,1,2.0000,0,0,0.00
stable,2,153,c1,1,1,2.0000,0,0,0.00
stable,2,153,c2,1,1,2.0000,0,0,0.00
stable,2,153,c3,1,1,2.0000,0,0,0.00
stable,2,153,c4,1,1,2.0000,0,0,0.00
stable,2,154,c0,1,1,2.0000,0,0,0.00
stable,2,154,c1,1,1,2.0000,0,0,0.00
stable,2,154,c2,1,1,2.0000,0,0,0.00
stable,2,154,c3,1,1,2.0000,0,0,0.00
stable,2,154,c4,1,1,2.0000,0,0,0.00
stable,2,155,c0,1,1,2.0000,0,0,0.00
stable,2,155,c1,1,1,2.0000,0,0,0.00
stable,2,155,c2,1,1,2.0000,0,0,0.00
stable,2,155,c3,1,1,2.0000,0,0,0.00
stable,2,155,c4,1,1,2.0000,0,0,0.00
stable,2,156,c0,1,1,2.0000,0,0,0.00
stable,2,156,c1,1,1,2.0000,0,0,0.00
stable,2,156,c2,1,1,2.0000,0,0,0.00
stable,2,156,c3,1,1,2.0000,0,0,0.00
stable,2,156,c4,1,1,2.0000,0,0,0.00
stable,2,157,c0,1,1,2.0000,0,0,0.00
stable,2,157,c1,1,1,2.0000,0,0,0.00
stable,2,157,c2,1,1,2.0000,0,0,0.00
stable,2,157,c3,1,1,2.0000,0,0,0.00
stable,2,157,c4,1,1,2.0000,0,0,0.00
stable,2,158,c0,1,1,2.0000,0,0,0.00
stable,2,158,c1,1,1,2.0000,0,0,0.00
stable,2,158,c2,1,1,2.0000,0,0,0.00
stable,2,158,c3,1,1,2.0000,0,0,0.00
stable,2,158,c4,1,1,2.0000,0,0,0.00
stable,2,159,c0,1,1,2.0000,0,0,0.00
stable,2,159,c1,1,1,2.0000,0,0,0.00
stable,2,159,c2,1,1,2.0000,0,0,0.00
stable,2,159,c3,1,1,2.0000,0,0,0.00
stable,2,159,c4,1,1,2.0000,0,0,0.00
stable,2,160,c0,1,1,2.0000,0,0,0.00
stable,2,160,c1,1,1,2.0000,0,0,0.00
stable,2,160,c2,1,1,2.0000,0,0,0.00
stable,2,160,c3,1,1,2.0000,0,0,0.00
stable,2,160,c4,1,1,2.0000,0,0,0.00
stable,2,161,c0,1,1,2.0000,0,0,0.00
stable,2,161,c1,1,1,2.0000,0,0,0.00
stable,2,161,c2,1,1,2.0000,0,0,0.00
stable,2,161,c3,1,1,2.0000,0,0,0.00
stable,2,161,c4,1,1,2.0000,0,0,0.00
stable,2,162,c0,1,1,2.0000,0,0,0.00
stable,2,162,c1,1,1,2.0000,0,0,0.00
stable,2,162,c2,1,1,2.0000,0,0,0.00
stable,2,162,c3,1,1,2.0000,0,0,0.00
stable,2,162,c4,1,1,2.0000,0,0,0.00
stable,2,163,c0,1,1,2.0000,0,0,0.00
stable,2,163,c1,1,1,2.0000,0,0,0.00
stable,2,163,c2,1,1,2.0000,0,0,0.00
stable,2,163,c3,1,1,2.0000,0,0,0.00
stable,2,163,c4,1,1,2.0000,0,0,0.00
stable,2,164,c0,1,1,2.0000,0,0,0.00
stable,2,164,c1,1,1,2.0000,0,0,0.00
stable,2,164,c2,1,1,2.0000,0,0,0.00
stable,2,164,c3,1,1,2.0000,0,0,0.00
stable,2,164,c4,1,1,2.0000,0,0,0.00
stable,2,165,c0,1,1,2.0000,0,0,0.00
stable,2,165,c1,1,1,2.0000,0,0,0.00
stable,2,165,c2,1,1,2.0000,0,0,0.00
stable,2,165,c3,1,1,2.0000,0,0,0.00
stable,2,165,c4,1,1,2.0000,0,0,0.00
stable,2,166,c0,1,1,2.0000,0,0,0.00
stable,2,166,c1,1,1,2.0000,0,0,0.00
stable,2,166,c2,1,1,2.0000,0,0,0.02
stable,2,166,c3,1,1,2.0000,0,0,0.00
stable,2,166,c4,1,1,2.0000,0,0,0.00
stable,2,167,c0,1,1,2.0000,0,0,0.00
stable,2,167,c1,1,1,2.0000,0,0,0.00
stable,2,167,c2,1,1,2.0000,0,0,0.00
stable,2,167,c3,1,1,2.0000,0,0,0.00
stable,2,167,c4,1,1,2.0000,0,0,0.00
stable,2,168,c0,1,1,2.0000,0,0,0.00
stable,2,168,c1,1,1,2.0000,0,0,0.00
stable,2,168,c2,1,1,2.0000,0,0,0.00
stable,2,168,c3,1,1,2.0000,0,0,0.00
stable,2,168,c4,1,1,2.0000,0,0,0.00
stable,2,169,c0,1,1,2.0000,0,0,0.00
stable,2,169,c1,1,1,2.0000,0,0,0.00
stable,2,169,c2,1,1,2.0000,0,0,0.00
stable,2,169,c3,1,1,2.0000,0,0,0.00
stable,2,169,c4,1,1,2.0000,0,0,0.00
stable,2,170,c0,1,1,2.0000,0,0,0.00
stable,2,170,c1,1,1,2.0000,0,0,0.00
stable,2,170,c2,1,1,2.0000,0,0,0.00
stable,2,170,c3,1,1,2.0000,0,0,0.00
stable,2,170,c4,1,1,2.0000,0,0,0.00
stable,2,171,c0,1,1,2.0000,0,0,0.02
stable,2,171,c1,1,1,2.0000,0,0,0.00
stable,2,171,c2,1,1,2.0000,0,0,0.00
stable,2,171,c3,1,1,2.0000,0,0,0.00
stable,2,171,c4,1,1,2.0000,0,0,0.00
stable,2,172,c0,1,1,2.0000,0,0,0.00
stable,2,172,c1,1,1,2.0000,0,0,0.00
stable,2,172,c2,1,1,2.0000,0,0,0.00
stable,2,172,c3,1,1,2.0000,0,0,0.00
stable,2,172,c4,1,1,2.0000,0,0,0.00
stable,2,173,c0,1,1,2.0000,0,0,0.00
stable,2,173,c1,1,1,2.0000,0,0,0.00
stable,2,173,c2,1,1,2.0000,0,0,0.00
stable,2,173,c3,1,1,2.0000,0,0,0.00
stable,2,173,c4,1,1,2.0000,0,0,0.00
stable,2,174,c0,1,1,2.0000,0,0,0.00
stable,2,174,c1,1,1,2.0000,0,0,0.00
stable,2,174,c2,1,1,2.0000,0,0,0.00
stable,2,174,c3,1,1,2.0000,0,0,0.00
stable,2,174,c4,1,1,2.0000,0,0,0.00
stable,2,175,c0,1,1,2.0000,0,0,0.00
stable,2,175,c1,1,1,2.0000,0,0,0.00
stable,2,175,c2,1,1,2.0000,0,0,0.00
stable,2,175,c3,1,1,2.0000,0,0,0.00
stable,2,175,c4,1,1,2.0000,0,0,0.00
stable,2,176,c0,1,1,2.0000,0,0,0.00
stable,2,176,c1,1,1,2.0000,0,0,0.00
stable,2,176,c2,1,1,2.0000,0,0,0.00
stable,2,176,c3,1,1,2.0000,0,0,0.00
stable,2,176,c4,1,1,2.0000,0,0,0.00
stable,2,177,c0,1,1,2.0000,0,0,0.00
stable,2,177,c1,1,1,2.0000,0,0,0.00
stable,2,177,c2,1,1,2.0000,0,0,0.00
stable,2,177,c3,1,1,2.0000,0,0,0.00
stable,2,177,c4,1,1,2.0000,0,0,0.00
stable,2,178,c0,1,1,2.0000,0,0,0.00
stable,2,178,c1,1,1,2.0000,0,0,0.00
stable,2,178,c2,1,1,2.0000,0,0,0.02
stable,2,178,c3,1,1,2.0000,0,0,0.00
stable,2,178,c4,1,1,2.0000,0,0,0.00
stable,2,179,c0,1,1,2.0000,0,0,0.00
stable,2,179,c1,1,1,2.0000,0,0,0.00
stable,2,179,c2,1,1,2.0000,0,0,0.00
stable,2,179,c3,1,1,2.0000,0,0,0.00
stable,2,179,c4,1,1,2.0000,0,0,0.00
stable,2,180,c0,1,1,2.0000,0,0,0.00
stable,2,180,c1,1,1,2.0000,0,0,0.00
stable,2,180,c2,1,1,2.0000,0,0,0.00
stable,2,180,c3,1,1,2.0000,0,0,0.00
stable,2,180,c4,1,1,2.0000,0,0,0.00
stable,2,181,c0,1,1,2.0000,0,0,0.00
stable,2,181,c1,1,1,2.0000,0,0,0.00
stable,2,181,c2,1,1,2.0000,0,0,0.00
stable,2,181,c3,1,1,2.0000,0,0,0.00
stable,2,181,c4,1,1,2.0000,0,0,0.00
stable,2,182,c0,1,1,2.0000,0,0,0.00
stable,2,182,c1,1,1,2.0000,0,0,0.00
stable,2,182,c2,1,1,2.0000,0,0,0.00
stable,2,182,c3,1,1,2.0000,0,0,0.00
stable,2,182,c4,1,1,2.0000,0,0,0.00
stable,2,183,c0,1,1,2.0000,0,0,0.00
stable,2,183,c1,1,1,2.0000,0,0,0.00
stable,2,183,c2,1,1,2.0000,0,0,0.00
stable,2,183,c3,1,1,2.0000,0,0,0.00
stable,2,183,c4,1,1,2.0000,0,0,0.00
stable,2,184,c0,1,1,2.0000,0,0,0.00
stable,2,184,c1,1,1,2.0000,0,0,0.00
stable,2,184,c2,1,1,2.0000,0,0,0.00
stable,2,184,c3,1,1,2.0000,0,0,0.00
stable,2,184,c4,1,1,2.0000,0,0,0.00
stable,2,185,c0,1,1,2.0000,0,0,0.00
stable,2,185,c1,1,1,2.0000,0,0,0.00
stable,2,185,c2,1,1,2.0000,0,0,0.00
stable,2,185,c3,1,1,2.0000,0,0,0.00
stable,2,185,c4,1,1,2.0000,0,0,0.02
stable,2,186,c0,1,1,2.0000,0,0,0.00
stable,2,186,c1,1,1,2.0000,0,0,0.00
stable,2,186,c2,1,1,2.0000,0,0,0.00
stable,2,186,c3,1,1,2.0000,0,0,0.00
stable,2,186,c4,1,1,2.0000,0,0,0.00
stable,2,187,c0,1,1,2.0000,0,0,0.00
stable,2,187,c1,1,1,2.0000,0,0,0.00
stable,2,187,c2,1,1,2.0000,0,0,0.00
stable,2,187,c3,1,1,2.0000,0,0,0.00
stable,2,187,c4,1,1,2.0000,0,0,0.00
stable,2,188,c0,1,1,2.0000,0,0,0.00
stable,2,188,c1,1,1,2.0000,0,0,0.00
stable,2,188,c2,1,1,2.0000,0,0,0.00
stable,2,188,c3,1,1,2.0000,0,0,0.00
stable,2,188,c4,1,1,2.0000,0,0,0.00
stable,2,189,c0,1,1,2.0000,0,0,0.02
stable,2,189,c1,1,1,2.0000,0,0,0.00
stable,2,189,c2,1,1,2.0000,0,0,0.00
stable,2,189,c3,1,1,2.0000,0,0,0.00
stable,2,189,c4,1,1,2.0000,0,0,0.00
stable,2,190,c0,1,1,2.0000,0,0,0.00
stable,2,190,c1,1,1,2.0000,0,0,0.00
stable,2,190,c2,1,1,2.0000,0,0,0.00
stable,2,190,c3,1,1,2.0000,0,0,0.00
stable,2,190,c4,1,1,2.0000,0,0,0.00
stable,2,191,c0,1,1,2.0000,0,0,0.00
stable,2,191,c1,1,1,2.0000,0,0,0.00
stable,2,191,c2,1,1,2.0000,0,0,0.00
stable,2,191,c3,1,1,2.0000,0,0,0.00
stable,2,191,c4,1,1,2.0000,0,0,0.02
stable,2,192,c0,1,1,2.0000,0,0,0.00
stable,2,192,c1,1,1,2.0000,0,0,0.00
stable,2,192,c2,1,1,2.0000,0,0,0.00
stable,2,192,c3,1,1,2.0000,0,0,0.00
stable,2,192,c4,1,1,2.0000,0,0,0.00
stable,2,193,c0,1,1,2.0000,0,0,0.00
stable,2,193,c1,1,1,2.0000,0,0,0.00
stable,2,193,c2,1,1,2.0000,0,0,0.00
stable,2,193,c3,1,1,2.0000,0,0,0.00
stable,2,193,c4,1,1,2.0000,0,0,0.00
stable,2,194,c0,1,1,2.0000,0,0,0.00
stable,2,194,c1,1,1,2.0000,0,0,0.00
stable,2,194,c2,1,1,2.0000,0,0,0.00
stable,2,194,c3,1,1,2.0000,0,0,0.00
stable,2,194,c4,1,1,2.0000,0,0,0.00
stable,2,195,c0,1,1,2.0000,0,0,0.00
stable,2,195,c1,1,1,2.0000,0,0,0.00
stable,2,195,c2,1,1,2.0000,0,0,0.00
stable,2,195,c3,1,1,2.0000,0,0,0.00
stable,2,195,c4,1,1,2.0000,0,0,0.00
stable,2,196,c0,1,1,2.0000,0,0,0.00
stable,2,196,c1,1,1,2.0000,0,0,0.00
stable,2,196,c2,1,1,2.0000,0,0,0.02
stable,2,196,c3,1,1,2.0000,0,0,0.00
stable,2,196,c4,1,1,2.0000,0,0,0.00
stable,2,197,c0,1,1,2.0000,0,0,0.00
stable,2,197,c1,1,1,2.0000,0,0,0.00
stable,2,197,c2,1,1,2.0000,0,0,0.00
stable,2,197,c3,1,1,2.0000,0,0,0.00
stable,2,197,c4,1,1,2.0000,0,0,0.00
stable,2,198,c0,1,1,2.0000,0,0,0.00
stable,2,198,c1,1,1,2.0000,0,0,0.00
stable,2,198,c2,1,1,2.0000,0,0,0.00
stable,2,198,c3,1,1,2.0000,0,0,0.00
stable,2,198,c4,1,1,2.0000,0,0,0.00
stable,2,199,c0,1,1,2.0000,0,0,0.00
stable,2,199,c1,1,1,2.0000,0,0,0.00
stable,2,199,c2,1,1,2.0000,0,0,0.00
stable,2,199,c3,1,1,2.0000,0,0,0.00
stable,2,199,c4,1,1,2.0000,0,0,0.00
stable,2,200,c0,1,1,2.0000,0,0,0.00
stable,2,200,c1,1,1,2.0000,0,0,0.00
stable,2,200,c2,1,1,2.0000,0,0,0.00
stable,2,200,c3,1,1,2.0000,0,0,0.00
stable,2,200,c4,1,1,2.0000,0,0,0.00
stable,2,201,c0,1,1,2.0000,0,0,0.00
stable,2,201,c1,1,1,2.0000,0,0,0.00
stable,2,201,c2,1,1,2.0000,0,0,0.00
stable,2,201,c3,1,1,2.0000,0,0,0.00
stable,2,201,c4,1,1,2.0000,0,0,0.00
stable,2,202,c0,1,1,2.0000,0,0,0.00
stable,2,202,c1,1,1,2.0000,0,0,0.00
stable,2,202,c2,1,1,2.0000,0,0,0.00
stable,2,202,c3,1,1,2.0000,0,0,0.00
stable,2,202,c4,1,1,2.0000,0,0,0.00
stable,2,203,c0,1,1,2.0000,0,0,0.00
stable,2,203,c1,1,1,2.0000,0,0,0.00
stable,2,203,c2,1,1,2.0000,0,0,0.00
stable,2,203,c3,1,1,2.0000,0,0,0.00
stable,2,203,c4,1,1,2.0000,0,0,0.00
stable,2,204,c0,1,1,2.0000,0,0,0.00
stable,2,204,c1,1,1,2.0000,0,0,0.00
stable,2,204,c2,1,1,2.0000,0,0,0.00
stable,2,204,c3,1,1,2.0000,0,0,0.00
stable,2,204,c4,1,1,2.0000,0,0,0.00
stable,2,205,c0,1,1,2.0000,0,0,0.00
stable,2,205,c1,1,1,2.0000,0,0,0.00
stable,2,205,c2,1,1,2.0000,0,0,0.00
stable,2,205,c3,1,1,2.0000,0,0,0.00
stable,2,205,c4,1,1,2.0000,0,0,0.00
stable,2,206,c0,1,1,2.0000,0,0,0.00
